gene,term
ETV4,REACTOME_MM_ETS2_PATHWAY
FGF1,REACTOME_MM_ETS2_PATHWAY
FLT1,REACTOME_MM_ETS2_PATHWAY
FOS,REACTOME_MM_ETS2_PATHWAY
FOSL1,REACTOME_MM_ETS2_PATHWAY
GATA1,REACTOME_MM_ETS2_PATHWAY
GBA,REACTOME_MM_ETS2_PATHWAY
HBEGF,REACTOME_MM_ETS2_PATHWAY
HOXA7,REACTOME_MM_ETS2_PATHWAY
HPSE,REACTOME_MM_ETS2_PATHWAY
HRAS,REACTOME_MM_ETS2_PATHWAY
IL12B,REACTOME_MM_ETS2_PATHWAY
IL2,REACTOME_MM_ETS2_PATHWAY
IL5,REACTOME_MM_ETS2_PATHWAY
JUN,REACTOME_MM_ETS2_PATHWAY
JUNB,REACTOME_MM_ETS2_PATHWAY
KRT18,REACTOME_MM_ETS2_PATHWAY
LIF,REACTOME_MM_ETS2_PATHWAY
MAPK3,REACTOME_MM_ETS2_PATHWAY
MMP3,REACTOME_MM_ETS2_PATHWAY
MMP9,REACTOME_MM_ETS2_PATHWAY
MSR1,REACTOME_MM_ETS2_PATHWAY
MYB,REACTOME_MM_ETS2_PATHWAY
MYBL1,REACTOME_MM_ETS2_PATHWAY
MYC,REACTOME_MM_ETS2_PATHWAY
NAE1,REACTOME_MM_ETS2_PATHWAY
NOL3,REACTOME_MM_ETS2_PATHWAY
PLAU,REACTOME_MM_ETS2_PATHWAY
PSEN1,REACTOME_MM_ETS2_PATHWAY
PTHLH,REACTOME_MM_ETS2_PATHWAY
SP1,REACTOME_MM_ETS2_PATHWAY
SPP1,REACTOME_MM_ETS2_PATHWAY
SURF2,REACTOME_MM_ETS2_PATHWAY
TERT,REACTOME_MM_ETS2_PATHWAY
TGFBR2,REACTOME_MM_ETS2_PATHWAY
THBD,REACTOME_MM_ETS2_PATHWAY
TLR9,REACTOME_MM_ETS2_PATHWAY
TP53,REACTOME_MM_ETS2_PATHWAY
VWF,REACTOME_MM_ETS2_PATHWAY
MAPK11,REACTOME_MM_ETV1_PATHWAY
MAPK14,REACTOME_MM_ETV1_PATHWAY
MAPKAPK2,REACTOME_MM_ETV1_PATHWAY
HDAC2,REACTOME_MM_ETV3_PATHWAY
HDAC5,REACTOME_MM_ETV3_PATHWAY
NCOR2,REACTOME_MM_ETV3_PATHWAY
RBL1,REACTOME_MM_ETV3_PATHWAY
RBL2,REACTOME_MM_ETV3_PATHWAY
SIN3A,REACTOME_MM_ETV3_PATHWAY
SIN3B,REACTOME_MM_ETV3_PATHWAY
FOS,REACTOME_MM_ETV4_PATHWAY
HPGD,REACTOME_MM_ETV4_PATHWAY
HPSE,REACTOME_MM_ETV4_PATHWAY
IL8,REACTOME_MM_ETV4_PATHWAY
MMP13,REACTOME_MM_ETV4_PATHWAY
MMP2,REACTOME_MM_ETV4_PATHWAY
MMP3,REACTOME_MM_ETV4_PATHWAY
MMP7,REACTOME_MM_ETV4_PATHWAY
MMP9,REACTOME_MM_ETV4_PATHWAY
MYB,REACTOME_MM_ETV4_PATHWAY
NOS3,REACTOME_MM_ETV4_PATHWAY
PLAUR,REACTOME_MM_ETV4_PATHWAY
PTGS2,REACTOME_MM_ETV4_PATHWAY
SPP1,REACTOME_MM_ETV4_PATHWAY
SURF2,REACTOME_MM_ETV4_PATHWAY
SYN2,REACTOME_MM_ETV4_PATHWAY
TGFBR2,REACTOME_MM_ETV4_PATHWAY
TIMP1,REACTOME_MM_ETV4_PATHWAY
TIMP2,REACTOME_MM_ETV4_PATHWAY
TNF,REACTOME_MM_ETV4_PATHWAY
USF1,REACTOME_MM_ETV4_PATHWAY
VIM,REACTOME_MM_ETV4_PATHWAY
WT1,REACTOME_MM_ETV4_PATHWAY
JUN,REACTOME_MM_ETV5_PATHWAY
HDAC1,REACTOME_MM_EVI1_PATHWAY
HDAC2,REACTOME_MM_EVI1_PATHWAY
MAPK10,REACTOME_MM_EVI1_PATHWAY
MAPK8,REACTOME_MM_EVI1_PATHWAY
MAPK9,REACTOME_MM_EVI1_PATHWAY
INCENP,REACTOME_MM_EVI5_PATHWAY
SP1,REACTOME_MM_EXO1_PATHWAY
SP3,REACTOME_MM_EXO1_PATHWAY
EXOC2,REACTOME_MM_EXOC1_PATHWAY
EXOC3,REACTOME_MM_EXOC1_PATHWAY
EXOC4,REACTOME_MM_EXOC1_PATHWAY
EXOC5,REACTOME_MM_EXOC1_PATHWAY
EXOC6,REACTOME_MM_EXOC1_PATHWAY
EXOC7,REACTOME_MM_EXOC1_PATHWAY
EXOC8,REACTOME_MM_EXOC1_PATHWAY
RHOQ,REACTOME_MM_EXOC1_PATHWAY
TRIP10,REACTOME_MM_EXOC1_PATHWAY
EXOC3,REACTOME_MM_EXOC2_PATHWAY
EXOC4,REACTOME_MM_EXOC2_PATHWAY
EXOC5,REACTOME_MM_EXOC2_PATHWAY
EXOC6,REACTOME_MM_EXOC2_PATHWAY
EXOC7,REACTOME_MM_EXOC2_PATHWAY
EXOC8,REACTOME_MM_EXOC2_PATHWAY
RHOQ,REACTOME_MM_EXOC2_PATHWAY
TRIP10,REACTOME_MM_EXOC2_PATHWAY
EXOC4,REACTOME_MM_EXOC3_PATHWAY
EXOC5,REACTOME_MM_EXOC3_PATHWAY
EXOC6,REACTOME_MM_EXOC3_PATHWAY
EXOC7,REACTOME_MM_EXOC3_PATHWAY
EXOC8,REACTOME_MM_EXOC3_PATHWAY
RHOQ,REACTOME_MM_EXOC3_PATHWAY
TRIP10,REACTOME_MM_EXOC3_PATHWAY
EXOC5,REACTOME_MM_EXOC4_PATHWAY
EXOC6,REACTOME_MM_EXOC4_PATHWAY
EXOC7,REACTOME_MM_EXOC4_PATHWAY
EXOC8,REACTOME_MM_EXOC4_PATHWAY
RHOQ,REACTOME_MM_EXOC4_PATHWAY
TRIP10,REACTOME_MM_EXOC4_PATHWAY
EXOC6,REACTOME_MM_EXOC5_PATHWAY
EXOC7,REACTOME_MM_EXOC5_PATHWAY
EXOC8,REACTOME_MM_EXOC5_PATHWAY
RHOQ,REACTOME_MM_EXOC5_PATHWAY
TRIP10,REACTOME_MM_EXOC5_PATHWAY
EXOC7,REACTOME_MM_EXOC6_PATHWAY
EXOC8,REACTOME_MM_EXOC6_PATHWAY
RHOQ,REACTOME_MM_EXOC6_PATHWAY
TRIP10,REACTOME_MM_EXOC6_PATHWAY
EXOC8,REACTOME_MM_EXOC7_PATHWAY
RHOQ,REACTOME_MM_EXOC7_PATHWAY
SLC2A4,REACTOME_MM_EXOC7_PATHWAY
TRIP10,REACTOME_MM_EXOC7_PATHWAY
HDAC1,REACTOME_MM_EZH2_PATHWAY
HDAC2,REACTOME_MM_EZH2_PATHWAY
RBBP4,REACTOME_MM_EZH2_PATHWAY
RBBP7,REACTOME_MM_EZH2_PATHWAY
SUZ12,REACTOME_MM_EZH2_PATHWAY
TP53,REACTOME_MM_EZH2_PATHWAY
YY1,REACTOME_MM_EZH2_PATHWAY
F2,REACTOME_MM_EZR_PATHWAY
GNB1,REACTOME_MM_EZR_PATHWAY
GNGT1,REACTOME_MM_EZR_PATHWAY
ICAM1,REACTOME_MM_EZR_PATHWAY
ITGA1,REACTOME_MM_EZR_PATHWAY
ITGB1,REACTOME_MM_EZR_PATHWAY
MAPK14,REACTOME_MM_EZR_PATHWAY
PRKAR1A,REACTOME_MM_EZR_PATHWAY
PRKAR1B,REACTOME_MM_EZR_PATHWAY
PRKAR2A,REACTOME_MM_EZR_PATHWAY
PRKAR2B,REACTOME_MM_EZR_PATHWAY
PXN,REACTOME_MM_EZR_PATHWAY
RAC1,REACTOME_MM_EZR_PATHWAY
RHOA,REACTOME_MM_EZR_PATHWAY
SDC2,REACTOME_MM_EZR_PATHWAY
SLC9A1,REACTOME_MM_EZR_PATHWAY
SLC9A3R1,REACTOME_MM_EZR_PATHWAY
SPTAN1,REACTOME_MM_EZR_PATHWAY
TLN1,REACTOME_MM_EZR_PATHWAY
VCAM1,REACTOME_MM_EZR_PATHWAY
F2,REACTOME_MM_F10_PATHWAY
F3,REACTOME_MM_F10_PATHWAY
F5,REACTOME_MM_F10_PATHWAY
F7,REACTOME_MM_F10_PATHWAY
F8,REACTOME_MM_F10_PATHWAY
F9,REACTOME_MM_F10_PATHWAY
FURIN,REACTOME_MM_F10_PATHWAY
GGCX,REACTOME_MM_F10_PATHWAY
SERPINC1,REACTOME_MM_F10_PATHWAY
TFPI,REACTOME_MM_F10_PATHWAY
ZFHX3,REACTOME_MM_F10_PATHWAY
F12,REACTOME_MM_F11_PATHWAY
F2,REACTOME_MM_F11_PATHWAY
F9,REACTOME_MM_F11_PATHWAY
GP1BA,REACTOME_MM_F11_PATHWAY
GP1BB,REACTOME_MM_F11_PATHWAY
GP5,REACTOME_MM_F11_PATHWAY
GP9,REACTOME_MM_F11_PATHWAY
SERPINC1,REACTOME_MM_F11_PATHWAY
ZFHX3,REACTOME_MM_F11_PATHWAY
FGF2,REACTOME_MM_F11R_PATHWAY
ITGAL,REACTOME_MM_F11R_PATHWAY
ITGAV,REACTOME_MM_F11R_PATHWAY
ITGB2,REACTOME_MM_F11R_PATHWAY
ITGB3,REACTOME_MM_F11R_PATHWAY
MAGI1,REACTOME_MM_F11R_PATHWAY
MAPK1,REACTOME_MM_F11R_PATHWAY
MAPK3,REACTOME_MM_F11R_PATHWAY
MLLT4,REACTOME_MM_F11R_PATHWAY
MPDZ VARIANT PROTEIN,REACTOME_MM_F11R_PATHWAY
PARD3,REACTOME_MM_F11R_PATHWAY
PIK3CA,REACTOME_MM_F11R_PATHWAY
PIK3R1,REACTOME_MM_F11R_PATHWAY
PPP2CA,REACTOME_MM_F11R_PATHWAY
PPP2CB,REACTOME_MM_F11R_PATHWAY
PPP2R1A,REACTOME_MM_F11R_PATHWAY
PPP2R1B,REACTOME_MM_F11R_PATHWAY
PRKCA,REACTOME_MM_F11R_PATHWAY
PRKCB,REACTOME_MM_F11R_PATHWAY
PRKCD,REACTOME_MM_F11R_PATHWAY
PRKCE,REACTOME_MM_F11R_PATHWAY
PRKCG,REACTOME_MM_F11R_PATHWAY
PRKCH,REACTOME_MM_F11R_PATHWAY
PRKCQ,REACTOME_MM_F11R_PATHWAY
PTK2,REACTOME_MM_F11R_PATHWAY
PVRL3,REACTOME_MM_F11R_PATHWAY
TJP1,REACTOME_MM_F11R_PATHWAY
VTN,REACTOME_MM_F11R_PATHWAY
GP1BA,REACTOME_MM_F12_PATHWAY
GP1BB,REACTOME_MM_F12_PATHWAY
GP5,REACTOME_MM_F12_PATHWAY
GP9,REACTOME_MM_F12_PATHWAY
KLKB1,REACTOME_MM_F12_PATHWAY
KNG1,REACTOME_MM_F12_PATHWAY
SERPING1,REACTOME_MM_F12_PATHWAY
F13B,REACTOME_MM_F13A1_PATHWAY
F2,REACTOME_MM_F13A1_PATHWAY
FGA,REACTOME_MM_F13A1_PATHWAY
FGB,REACTOME_MM_F13A1_PATHWAY
FGG,REACTOME_MM_F13A1_PATHWAY
NFIC,REACTOME_MM_F13A1_PATHWAY
F2,REACTOME_MM_F13B_PATHWAY
FGA,REACTOME_MM_F13B_PATHWAY
FGB,REACTOME_MM_F13B_PATHWAY
FGG,REACTOME_MM_F13B_PATHWAY
F2R,REACTOME_MM_F2_PATHWAY
F2RL1,REACTOME_MM_F2_PATHWAY
F2RL2,REACTOME_MM_F2_PATHWAY
F2RL3,REACTOME_MM_F2_PATHWAY
F5,REACTOME_MM_F2_PATHWAY
F8,REACTOME_MM_F2_PATHWAY
F9,REACTOME_MM_F2_PATHWAY
FGA,REACTOME_MM_F2_PATHWAY
FGB,REACTOME_MM_F2_PATHWAY
FGF2,REACTOME_MM_F2_PATHWAY
FGG,REACTOME_MM_F2_PATHWAY
FGR,REACTOME_MM_F2_PATHWAY
FOXO1,REACTOME_MM_F2_PATHWAY
FPR1,REACTOME_MM_F2_PATHWAY
FURIN,REACTOME_MM_F2_PATHWAY
GGCX,REACTOME_MM_F2_PATHWAY
GNAI1,REACTOME_MM_F2_PATHWAY
GNAQ,REACTOME_MM_F2_PATHWAY
GNAS,REACTOME_MM_F2_PATHWAY
GNB1,REACTOME_MM_F2_PATHWAY
GNGT1,REACTOME_MM_F2_PATHWAY
GP1BA,REACTOME_MM_F2_PATHWAY
GP1BB,REACTOME_MM_F2_PATHWAY
GP5,REACTOME_MM_F2_PATHWAY
GP9,REACTOME_MM_F2_PATHWAY
HCK,REACTOME_MM_F2_PATHWAY
HRAS,REACTOME_MM_F2_PATHWAY
HTR2C,REACTOME_MM_F2_PATHWAY
IGF1,REACTOME_MM_F2_PATHWAY
IGF2,REACTOME_MM_F2_PATHWAY
IGFALS,REACTOME_MM_F2_PATHWAY
IGFBP3,REACTOME_MM_F2_PATHWAY
MAP2K1,REACTOME_MM_F2_PATHWAY
MAP2K2,REACTOME_MM_F2_PATHWAY
MAPK14,REACTOME_MM_F2_PATHWAY
MAPK3,REACTOME_MM_F2_PATHWAY
P2RY2,REACTOME_MM_F2_PATHWAY
PARD3,REACTOME_MM_F2_PATHWAY
PF4,REACTOME_MM_F2_PATHWAY
PF4V1,REACTOME_MM_F2_PATHWAY
PLAT,REACTOME_MM_F2_PATHWAY
PLAU,REACTOME_MM_F2_PATHWAY
PLCB1,REACTOME_MM_F2_PATHWAY
PPARA,REACTOME_MM_F2_PATHWAY
PRKAR1A,REACTOME_MM_F2_PATHWAY
PRKAR1B,REACTOME_MM_F2_PATHWAY
PRKAR2A,REACTOME_MM_F2_PATHWAY
PRKAR2B,REACTOME_MM_F2_PATHWAY
PROC,REACTOME_MM_F2_PATHWAY
PROS1,REACTOME_MM_F2_PATHWAY
PTGER1,REACTOME_MM_F2_PATHWAY
RAF1,REACTOME_MM_F2_PATHWAY
SDC4,REACTOME_MM_F2_PATHWAY
SERPINA5,REACTOME_MM_F2_PATHWAY
SERPINC1,REACTOME_MM_F2_PATHWAY
SERPIND1,REACTOME_MM_F2_PATHWAY
SLC9A3R1,REACTOME_MM_F2_PATHWAY
SP3,REACTOME_MM_F2_PATHWAY
SRC,REACTOME_MM_F2_PATHWAY
THBD,REACTOME_MM_F2_PATHWAY
TNF,REACTOME_MM_F2_PATHWAY
TUB,REACTOME_MM_F2_PATHWAY
VWF,REACTOME_MM_F2_PATHWAY
YBX1,REACTOME_MM_F2_PATHWAY
ZFHX3,REACTOME_MM_F2_PATHWAY
F2RL2,REACTOME_MM_F2R_PATHWAY
F2RL3,REACTOME_MM_F2R_PATHWAY
GNA11,REACTOME_MM_F2R_PATHWAY
GNA12,REACTOME_MM_F2R_PATHWAY
GNA13,REACTOME_MM_F2R_PATHWAY
GNA14,REACTOME_MM_F2R_PATHWAY
GNA15,REACTOME_MM_F2R_PATHWAY
GNAI1,REACTOME_MM_F2R_PATHWAY
GNAQ,REACTOME_MM_F2R_PATHWAY
GNB1,REACTOME_MM_F2R_PATHWAY
GNB2,REACTOME_MM_F2R_PATHWAY
GNB3,REACTOME_MM_F2R_PATHWAY
GNB4,REACTOME_MM_F2R_PATHWAY
GNB5,REACTOME_MM_F2R_PATHWAY
GNG10,REACTOME_MM_F2R_PATHWAY
GNG11,REACTOME_MM_F2R_PATHWAY
GNG12,REACTOME_MM_F2R_PATHWAY
GNG13,REACTOME_MM_F2R_PATHWAY
GNG2,REACTOME_MM_F2R_PATHWAY
GNG3,REACTOME_MM_F2R_PATHWAY
GNG4,REACTOME_MM_F2R_PATHWAY
GNG5,REACTOME_MM_F2R_PATHWAY
GNG7,REACTOME_MM_F2R_PATHWAY
GNG8,REACTOME_MM_F2R_PATHWAY
GNGT1,REACTOME_MM_F2R_PATHWAY
GNGT2,REACTOME_MM_F2R_PATHWAY
GZMA,REACTOME_MM_F2R_PATHWAY
HRAS,REACTOME_MM_F2R_PATHWAY
PLCB1,REACTOME_MM_F2R_PATHWAY
PLG,REACTOME_MM_F2R_PATHWAY
PROC,REACTOME_MM_F2R_PATHWAY
PROS1,REACTOME_MM_F2R_PATHWAY
PRSS1,REACTOME_MM_F2R_PATHWAY
PRSS2,REACTOME_MM_F2R_PATHWAY
PRSS3,REACTOME_MM_F2R_PATHWAY
SP3,REACTOME_MM_F2R_PATHWAY
TFAP2A,REACTOME_MM_F2R_PATHWAY
GZMA,REACTOME_MM_F2RL1_PATHWAY
PLG,REACTOME_MM_F2RL1_PATHWAY
PRSS1,REACTOME_MM_F2RL1_PATHWAY
PRSS2,REACTOME_MM_F2RL1_PATHWAY
PRSS3,REACTOME_MM_F2RL1_PATHWAY
F2RL3,REACTOME_MM_F2RL2_PATHWAY
GNA12,REACTOME_MM_F2RL2_PATHWAY
GNA13,REACTOME_MM_F2RL2_PATHWAY
GNAQ,REACTOME_MM_F2RL2_PATHWAY
GNB1,REACTOME_MM_F2RL2_PATHWAY
GNB2,REACTOME_MM_F2RL2_PATHWAY
GNB3,REACTOME_MM_F2RL2_PATHWAY
GNB4,REACTOME_MM_F2RL2_PATHWAY
GNB5,REACTOME_MM_F2RL2_PATHWAY
GNG10,REACTOME_MM_F2RL2_PATHWAY
GNG11,REACTOME_MM_F2RL2_PATHWAY
GNG12,REACTOME_MM_F2RL2_PATHWAY
GNG13,REACTOME_MM_F2RL2_PATHWAY
GNG2,REACTOME_MM_F2RL2_PATHWAY
GNG3,REACTOME_MM_F2RL2_PATHWAY
GNG4,REACTOME_MM_F2RL2_PATHWAY
GNG5,REACTOME_MM_F2RL2_PATHWAY
GNG7,REACTOME_MM_F2RL2_PATHWAY
GNG8,REACTOME_MM_F2RL2_PATHWAY
GNGT1,REACTOME_MM_F2RL2_PATHWAY
GNGT2,REACTOME_MM_F2RL2_PATHWAY
GNA12,REACTOME_MM_F2RL3_PATHWAY
GNA13,REACTOME_MM_F2RL3_PATHWAY
GNAI1,REACTOME_MM_F2RL3_PATHWAY
GNAQ,REACTOME_MM_F2RL3_PATHWAY
GNB1,REACTOME_MM_F2RL3_PATHWAY
GNB2,REACTOME_MM_F2RL3_PATHWAY
GNB3,REACTOME_MM_F2RL3_PATHWAY
GNB4,REACTOME_MM_F2RL3_PATHWAY
GNB5,REACTOME_MM_F2RL3_PATHWAY
GNG10,REACTOME_MM_F2RL3_PATHWAY
GNG11,REACTOME_MM_F2RL3_PATHWAY
GNG12,REACTOME_MM_F2RL3_PATHWAY
GNG13,REACTOME_MM_F2RL3_PATHWAY
GNG2,REACTOME_MM_F2RL3_PATHWAY
GNG3,REACTOME_MM_F2RL3_PATHWAY
GNG4,REACTOME_MM_F2RL3_PATHWAY
GNG5,REACTOME_MM_F2RL3_PATHWAY
GNG7,REACTOME_MM_F2RL3_PATHWAY
GNG8,REACTOME_MM_F2RL3_PATHWAY
GNGT1,REACTOME_MM_F2RL3_PATHWAY
GNGT2,REACTOME_MM_F2RL3_PATHWAY
GZMA,REACTOME_MM_F2RL3_PATHWAY
HRAS,REACTOME_MM_F2RL3_PATHWAY
PLCB1,REACTOME_MM_F2RL3_PATHWAY
PLG,REACTOME_MM_F2RL3_PATHWAY
PRSS1,REACTOME_MM_F2RL3_PATHWAY
PRSS2,REACTOME_MM_F2RL3_PATHWAY
PRSS3,REACTOME_MM_F2RL3_PATHWAY
F5,REACTOME_MM_F3_PATHWAY
F7,REACTOME_MM_F3_PATHWAY
F9,REACTOME_MM_F3_PATHWAY
HIF1A,REACTOME_MM_F3_PATHWAY
JUN,REACTOME_MM_F3_PATHWAY
JUND,REACTOME_MM_F3_PATHWAY
NFIC,REACTOME_MM_F3_PATHWAY
NFKB1,REACTOME_MM_F3_PATHWAY
NR1I2,REACTOME_MM_F3_PATHWAY
PROC,REACTOME_MM_F3_PATHWAY
PROS1,REACTOME_MM_F3_PATHWAY
REL,REACTOME_MM_F3_PATHWAY
RELA,REACTOME_MM_F3_PATHWAY
SP3,REACTOME_MM_F3_PATHWAY
TFPI,REACTOME_MM_F3_PATHWAY
PROC,REACTOME_MM_F5_PATHWAY
PROS1,REACTOME_MM_F5_PATHWAY
TFPI,REACTOME_MM_F5_PATHWAY
F9,REACTOME_MM_F7_PATHWAY
FURIN,REACTOME_MM_F7_PATHWAY
GGCX,REACTOME_MM_F7_PATHWAY
TFPI,REACTOME_MM_F7_PATHWAY
F9,REACTOME_MM_F8_PATHWAY
HLF,REACTOME_MM_F8_PATHWAY
NFKB1,REACTOME_MM_F8_PATHWAY
PROC,REACTOME_MM_F8_PATHWAY
PROS1,REACTOME_MM_F8_PATHWAY
VWF,REACTOME_MM_F8_PATHWAY
FURIN,REACTOME_MM_F9_PATHWAY
GGCX,REACTOME_MM_F9_PATHWAY
GP1BA,REACTOME_MM_F9_PATHWAY
GP1BB,REACTOME_MM_F9_PATHWAY
GP5,REACTOME_MM_F9_PATHWAY
GP9,REACTOME_MM_F9_PATHWAY
HLF,REACTOME_MM_F9_PATHWAY
SERPINC1,REACTOME_MM_F9_PATHWAY
ZFHX3,REACTOME_MM_F9_PATHWAY
PPARA,REACTOME_MM_FABP1_PATHWAY
RXRA,REACTOME_MM_FABP1_PATHWAY
RXRB,REACTOME_MM_FABP1_PATHWAY
RXRG,REACTOME_MM_FABP1_PATHWAY
PPARA,REACTOME_MM_FABP3_PATHWAY
PPARD,REACTOME_MM_FABP3_PATHWAY
RXRA,REACTOME_MM_FABP3_PATHWAY
RXRB,REACTOME_MM_FABP3_PATHWAY
RXRG,REACTOME_MM_FABP3_PATHWAY
LIPE,REACTOME_MM_FABP4_PATHWAY
PPARG,REACTOME_MM_FABP4_PATHWAY
RXRA,REACTOME_MM_FABP4_PATHWAY
RXRB,REACTOME_MM_FABP4_PATHWAY
RXRG,REACTOME_MM_FABP4_PATHWAY
SLC10A2,REACTOME_MM_FABP6_PATHWAY
FAF1,REACTOME_MM_FADD_PATHWAY
FAIM3,REACTOME_MM_FADD_PATHWAY
FAS,REACTOME_MM_FADD_PATHWAY
FASLG,REACTOME_MM_FADD_PATHWAY
HGF,REACTOME_MM_FADD_PATHWAY
IKBKB,REACTOME_MM_FADD_PATHWAY
IKBKG,REACTOME_MM_FADD_PATHWAY
IL1R1,REACTOME_MM_FADD_PATHWAY
IL1RAP,REACTOME_MM_FADD_PATHWAY
LTB,REACTOME_MM_FADD_PATHWAY
MADD,REACTOME_MM_FADD_PATHWAY
MAP2K4,REACTOME_MM_FADD_PATHWAY
MAP2K7,REACTOME_MM_FADD_PATHWAY
MAP3K1,REACTOME_MM_FADD_PATHWAY
MAP3K14,REACTOME_MM_FADD_PATHWAY
MAP3K5,REACTOME_MM_FADD_PATHWAY
MAP4K4,REACTOME_MM_FADD_PATHWAY
MAPK1,REACTOME_MM_FADD_PATHWAY
MAPK14,REACTOME_MM_FADD_PATHWAY
MAPK3,REACTOME_MM_FADD_PATHWAY
MET,REACTOME_MM_FADD_PATHWAY
MYD88,REACTOME_MM_FADD_PATHWAY
NFKB1,REACTOME_MM_FADD_PATHWAY
PTPN13,REACTOME_MM_FADD_PATHWAY
PTPN7,REACTOME_MM_FADD_PATHWAY
RIPK1,REACTOME_MM_FADD_PATHWAY
SMPD1,REACTOME_MM_FADD_PATHWAY
STAT1,REACTOME_MM_FADD_PATHWAY
TNF,REACTOME_MM_FADD_PATHWAY
TNFRSF10A,REACTOME_MM_FADD_PATHWAY
TNFRSF10B,REACTOME_MM_FADD_PATHWAY
TNFRSF10C,REACTOME_MM_FADD_PATHWAY
TNFRSF10D,REACTOME_MM_FADD_PATHWAY
TNFRSF1A,REACTOME_MM_FADD_PATHWAY
TNFRSF25,REACTOME_MM_FADD_PATHWAY
TNFSF10,REACTOME_MM_FADD_PATHWAY
TNFSF12,REACTOME_MM_FADD_PATHWAY
TRADD,REACTOME_MM_FADD_PATHWAY
TRAF1,REACTOME_MM_FADD_PATHWAY
TRAF2,REACTOME_MM_FADD_PATHWAY
TRAF6,REACTOME_MM_FADD_PATHWAY
PPARA,REACTOME_MM_FADS2_PATHWAY
RXRA,REACTOME_MM_FADS2_PATHWAY
RXRB,REACTOME_MM_FADS2_PATHWAY
RXRG,REACTOME_MM_FADS2_PATHWAY
FAIM3,REACTOME_MM_FAF1_PATHWAY
FAS,REACTOME_MM_FAF1_PATHWAY
FASLG,REACTOME_MM_FAF1_PATHWAY
HGF,REACTOME_MM_FAF1_PATHWAY
MAP2K4,REACTOME_MM_FAF1_PATHWAY
MAPK14,REACTOME_MM_FAF1_PATHWAY
MET,REACTOME_MM_FAF1_PATHWAY
NFKB1,REACTOME_MM_FAF1_PATHWAY
PTPN13,REACTOME_MM_FAF1_PATHWAY
PTPN7,REACTOME_MM_FAF1_PATHWAY
RELA,REACTOME_MM_FAF1_PATHWAY
RIPK1,REACTOME_MM_FAF1_PATHWAY
NGF,REACTOME_MM_FAIM_PATHWAY
NTRK1,REACTOME_MM_FAIM_PATHWAY
FAS,REACTOME_MM_FAIM3_PATHWAY
FASLG,REACTOME_MM_FAIM3_PATHWAY
RXRA,REACTOME_MM_FAM120B_PATHWAY
RAC1,REACTOME_MM_FAM13A1_PATHWAY
RAC2,REACTOME_MM_FAM13A1_PATHWAY
RAC3,REACTOME_MM_FAM13A1_PATHWAY
RHOA,REACTOME_MM_FAM13A1_PATHWAY
RHOB,REACTOME_MM_FAM13A1_PATHWAY
RHOBTB1,REACTOME_MM_FAM13A1_PATHWAY
RHOBTB2,REACTOME_MM_FAM13A1_PATHWAY
RHOC,REACTOME_MM_FAM13A1_PATHWAY
RHOD,REACTOME_MM_FAM13A1_PATHWAY
RHOF,REACTOME_MM_FAM13A1_PATHWAY
RHOG,REACTOME_MM_FAM13A1_PATHWAY
RHOH,REACTOME_MM_FAM13A1_PATHWAY
RHOJ,REACTOME_MM_FAM13A1_PATHWAY
RHOQ,REACTOME_MM_FAM13A1_PATHWAY
RHOT1,REACTOME_MM_FAM13A1_PATHWAY
RHOT2,REACTOME_MM_FAM13A1_PATHWAY
RHOU,REACTOME_MM_FAM13A1_PATHWAY
RHOV,REACTOME_MM_FAM13A1_PATHWAY
RAC1,REACTOME_MM_FAM13B1_PATHWAY
RAC2,REACTOME_MM_FAM13B1_PATHWAY
RAC3,REACTOME_MM_FAM13B1_PATHWAY
RHOA,REACTOME_MM_FAM13B1_PATHWAY
RHOB,REACTOME_MM_FAM13B1_PATHWAY
RHOBTB1,REACTOME_MM_FAM13B1_PATHWAY
RHOBTB2,REACTOME_MM_FAM13B1_PATHWAY
RHOC,REACTOME_MM_FAM13B1_PATHWAY
RHOD,REACTOME_MM_FAM13B1_PATHWAY
RHOF,REACTOME_MM_FAM13B1_PATHWAY
RHOG,REACTOME_MM_FAM13B1_PATHWAY
RHOH,REACTOME_MM_FAM13B1_PATHWAY
RHOJ,REACTOME_MM_FAM13B1_PATHWAY
RHOQ,REACTOME_MM_FAM13B1_PATHWAY
RHOT1,REACTOME_MM_FAM13B1_PATHWAY
RHOT2,REACTOME_MM_FAM13B1_PATHWAY
RHOU,REACTOME_MM_FAM13B1_PATHWAY
RHOV,REACTOME_MM_FAM13B1_PATHWAY
HIF1A,REACTOME_MM_FAM162A_PATHWAY
INCENP,REACTOME_MM_FAM33A_PATHWAY
ITGB3BP,REACTOME_MM_FAM33A_PATHWAY
KIF18A,REACTOME_MM_FAM33A_PATHWAY
KIF2A,REACTOME_MM_FAM33A_PATHWAY
KIF2B,REACTOME_MM_FAM33A_PATHWAY
KIF2C,REACTOME_MM_FAM33A_PATHWAY
KNTC1,REACTOME_MM_FAM33A_PATHWAY
MAD1L1,REACTOME_MM_FAM33A_PATHWAY
MAD2L1,REACTOME_MM_FAM33A_PATHWAY
MAPRE1,REACTOME_MM_FAM33A_PATHWAY
MIS12,REACTOME_MM_FAM33A_PATHWAY
MLF1IP,REACTOME_MM_FAM33A_PATHWAY
NDC80,REACTOME_MM_FAM33A_PATHWAY
NDE1,REACTOME_MM_FAM33A_PATHWAY
