gene,term
SMAD2,REACTOME_MM_SKIL_PATHWAY
SMAD3,REACTOME_MM_SKIL_PATHWAY
SMAD4,REACTOME_MM_SKIL_PATHWAY
SMAD5,REACTOME_MM_SKIL_PATHWAY
SMAD9,REACTOME_MM_SKIL_PATHWAY
UBE2D1,REACTOME_MM_SKIL_PATHWAY
SKP2,REACTOME_MM_SKP1_PATHWAY
SMAD2,REACTOME_MM_SKP1_PATHWAY
SMAD3,REACTOME_MM_SKP1_PATHWAY
UBE2D1,REACTOME_MM_SKP1_PATHWAY
TCF3,REACTOME_MM_SKP2_PATHWAY
UBE2D1,REACTOME_MM_SKP2_PATHWAY
TCRB,REACTOME_MM_SLA2_PATHWAY
TRAC,REACTOME_MM_SLA2_PATHWAY
ZAP70,REACTOME_MM_SLA2_PATHWAY
THOC4,REACTOME_MM_SLBP_PATHWAY
TPR,REACTOME_MM_SLBP_PATHWAY
TFAP2A,REACTOME_MM_SLC11A1_PATHWAY
SP1,REACTOME_MM_SLC12A4_PATHWAY
SP3,REACTOME_MM_SLC12A4_PATHWAY
SNAP25,REACTOME_MM_SLC17A7_PATHWAY
STX1A,REACTOME_MM_SLC17A7_PATHWAY
STXBP1,REACTOME_MM_SLC17A7_PATHWAY
SYT1,REACTOME_MM_SLC17A7_PATHWAY
UNC13B,REACTOME_MM_SLC17A7_PATHWAY
VAMP2,REACTOME_MM_SLC17A7_PATHWAY
SNAP25,REACTOME_MM_SLC18A2_PATHWAY
STX1A,REACTOME_MM_SLC18A2_PATHWAY
STXBP1,REACTOME_MM_SLC18A2_PATHWAY
SYT1,REACTOME_MM_SLC18A2_PATHWAY
VAMP2,REACTOME_MM_SLC18A2_PATHWAY
SNAP25,REACTOME_MM_SLC18A3_PATHWAY
STX1A,REACTOME_MM_SLC18A3_PATHWAY
STXBP1,REACTOME_MM_SLC18A3_PATHWAY
SYT1,REACTOME_MM_SLC18A3_PATHWAY
VAMP2,REACTOME_MM_SLC18A3_PATHWAY
TFAP2A,REACTOME_MM_SLC19A1_PATHWAY
USF1,REACTOME_MM_SLC19A1_PATHWAY
USF2,REACTOME_MM_SLC19A1_PATHWAY
SP3,REACTOME_MM_SLC1A3_PATHWAY
USF1,REACTOME_MM_SLC1A3_PATHWAY
USF2,REACTOME_MM_SLC1A3_PATHWAY
WT1,REACTOME_MM_SLC25A21_PATHWAY
SLC25A5,REACTOME_MM_SLC25A4_PATHWAY
SLC25A6,REACTOME_MM_SLC25A4_PATHWAY
SLC25A6,REACTOME_MM_SLC25A5_PATHWAY
STX4,REACTOME_MM_SLC2A4_PATHWAY
STXBP4,REACTOME_MM_SLC2A4_PATHWAY
TBC1D4,REACTOME_MM_SLC2A4_PATHWAY
TRIP10,REACTOME_MM_SLC2A4_PATHWAY
VAMP2,REACTOME_MM_SLC2A4_PATHWAY
YWHAB,REACTOME_MM_SLC2A4_PATHWAY
YWHAE,REACTOME_MM_SLC2A4_PATHWAY
YWHAG,REACTOME_MM_SLC2A4_PATHWAY
YWHAH,REACTOME_MM_SLC2A4_PATHWAY
YWHAQ,REACTOME_MM_SLC2A4_PATHWAY
YWHAZ,REACTOME_MM_SLC2A4_PATHWAY
SLC30A6,REACTOME_MM_SLC30A5_PATHWAY
SLC30A7,REACTOME_MM_SLC30A5_PATHWAY
SLC30A7,REACTOME_MM_SLC30A6_PATHWAY
SLC7A9,REACTOME_MM_SLC3A1_PATHWAY
SLC7A10,REACTOME_MM_SLC3A2_PATHWAY
SLC7A11,REACTOME_MM_SLC3A2_PATHWAY
SLC7A5,REACTOME_MM_SLC3A2_PATHWAY
SLC7A6,REACTOME_MM_SLC3A2_PATHWAY
SLC7A7,REACTOME_MM_SLC3A2_PATHWAY
SLC7A8,REACTOME_MM_SLC3A2_PATHWAY
SLC7A9,REACTOME_MM_SLC3A2_PATHWAY
SP1,REACTOME_MM_SLC5A1_PATHWAY
SNCA,REACTOME_MM_SLC6A3_PATHWAY
TFAP2A,REACTOME_MM_SLC6A4_PATHWAY
WT1,REACTOME_MM_SLC6A6_PATHWAY
SP3,REACTOME_MM_SLC9A3_PATHWAY
TBXA2R,REACTOME_MM_SLC9A3R1_PATHWAY
TP53,REACTOME_MM_SLC9A3R2VARIANTPROTEIN_PATHWAY
TSC1,REACTOME_MM_SLC9A3R2VARIANTPROTEIN_PATHWAY
SMAD4,REACTOME_MM_SMAD1_PATHWAY
SMAD6,REACTOME_MM_SMAD1_PATHWAY
SMAD7,REACTOME_MM_SMAD1_PATHWAY
SMARCA1,REACTOME_MM_SMAD1_PATHWAY
SMARCA2,REACTOME_MM_SMAD1_PATHWAY
SMARCA4,REACTOME_MM_SMAD1_PATHWAY
SMARCA5,REACTOME_MM_SMAD1_PATHWAY
SMARCAL1,REACTOME_MM_SMAD1_PATHWAY
SMARCB1,REACTOME_MM_SMAD1_PATHWAY
SMARCC1,REACTOME_MM_SMAD1_PATHWAY
SMARCC2,REACTOME_MM_SMAD1_PATHWAY
SMARCD1,REACTOME_MM_SMAD1_PATHWAY
SMARCD2,REACTOME_MM_SMAD1_PATHWAY
SMARCD3,REACTOME_MM_SMAD1_PATHWAY
SMARCE1,REACTOME_MM_SMAD1_PATHWAY
SMURF1,REACTOME_MM_SMAD1_PATHWAY
SMURF2,REACTOME_MM_SMAD1_PATHWAY
SNIP1,REACTOME_MM_SMAD1_PATHWAY
SRCAP,REACTOME_MM_SMAD1_PATHWAY
TCF7,REACTOME_MM_SMAD1_PATHWAY
TCF7L1,REACTOME_MM_SMAD1_PATHWAY
TCF7L2,REACTOME_MM_SMAD1_PATHWAY
TGFB1,REACTOME_MM_SMAD1_PATHWAY
TGFB2,REACTOME_MM_SMAD1_PATHWAY
TGFB3,REACTOME_MM_SMAD1_PATHWAY
TGFBR2,REACTOME_MM_SMAD1_PATHWAY
TLE1,REACTOME_MM_SMAD1_PATHWAY
TLE2,REACTOME_MM_SMAD1_PATHWAY
TLE3,REACTOME_MM_SMAD1_PATHWAY
TLE4,REACTOME_MM_SMAD1_PATHWAY
TNFRSF11B,REACTOME_MM_SMAD1_PATHWAY
UBE2D1,REACTOME_MM_SMAD1_PATHWAY
UBE2D3,REACTOME_MM_SMAD1_PATHWAY
ZEB1,REACTOME_MM_SMAD1_PATHWAY
ZEB2,REACTOME_MM_SMAD1_PATHWAY
ZFYVE16,REACTOME_MM_SMAD1_PATHWAY
ZFYVE9,REACTOME_MM_SMAD1_PATHWAY
SMAD3,REACTOME_MM_SMAD2_PATHWAY
SMAD4,REACTOME_MM_SMAD2_PATHWAY
SMAD6,REACTOME_MM_SMAD2_PATHWAY
SMAD7,REACTOME_MM_SMAD2_PATHWAY
SMURF1,REACTOME_MM_SMAD2_PATHWAY
SMURF2,REACTOME_MM_SMAD2_PATHWAY
SNIP1,REACTOME_MM_SMAD2_PATHWAY
SNW1,REACTOME_MM_SMAD2_PATHWAY
SP1,REACTOME_MM_SMAD2_PATHWAY
STRAP,REACTOME_MM_SMAD2_PATHWAY
TFDP1,REACTOME_MM_SMAD2_PATHWAY
TGFB1,REACTOME_MM_SMAD2_PATHWAY
TGFB2,REACTOME_MM_SMAD2_PATHWAY
TGFB3,REACTOME_MM_SMAD2_PATHWAY
TGFBR1,REACTOME_MM_SMAD2_PATHWAY
TGFBR2,REACTOME_MM_SMAD2_PATHWAY
TGFBRAP1,REACTOME_MM_SMAD2_PATHWAY
TGIF1,REACTOME_MM_SMAD2_PATHWAY
TNC,REACTOME_MM_SMAD2_PATHWAY
TNNC1,REACTOME_MM_SMAD2_PATHWAY
TP53,REACTOME_MM_SMAD2_PATHWAY
TP73,REACTOME_MM_SMAD2_PATHWAY
UBE2D1,REACTOME_MM_SMAD2_PATHWAY
UBE2D3,REACTOME_MM_SMAD2_PATHWAY
ZBTB17,REACTOME_MM_SMAD2_PATHWAY
ZEB1,REACTOME_MM_SMAD2_PATHWAY
ZFYVE16,REACTOME_MM_SMAD2_PATHWAY
ZFYVE9,REACTOME_MM_SMAD2_PATHWAY
SMAD4,REACTOME_MM_SMAD3_PATHWAY
SMAD6,REACTOME_MM_SMAD3_PATHWAY
SMAD7,REACTOME_MM_SMAD3_PATHWAY
SMURF1,REACTOME_MM_SMAD3_PATHWAY
SMURF2,REACTOME_MM_SMAD3_PATHWAY
SNIP1,REACTOME_MM_SMAD3_PATHWAY
SP1,REACTOME_MM_SMAD3_PATHWAY
SP3,REACTOME_MM_SMAD3_PATHWAY
SPTBN1,REACTOME_MM_SMAD3_PATHWAY
STRAP,REACTOME_MM_SMAD3_PATHWAY
TCF3,REACTOME_MM_SMAD3_PATHWAY
TFDP1,REACTOME_MM_SMAD3_PATHWAY
TFE3,REACTOME_MM_SMAD3_PATHWAY
TGFB1,REACTOME_MM_SMAD3_PATHWAY
TGFB2,REACTOME_MM_SMAD3_PATHWAY
TGFB3,REACTOME_MM_SMAD3_PATHWAY
TGFBR1,REACTOME_MM_SMAD3_PATHWAY
TGFBR2,REACTOME_MM_SMAD3_PATHWAY
TGIF2,REACTOME_MM_SMAD3_PATHWAY
TIMP1,REACTOME_MM_SMAD3_PATHWAY
TNC,REACTOME_MM_SMAD3_PATHWAY
TNNC1,REACTOME_MM_SMAD3_PATHWAY
UBE2D1,REACTOME_MM_SMAD3_PATHWAY
UBE2D3,REACTOME_MM_SMAD3_PATHWAY
UBE3A,REACTOME_MM_SMAD3_PATHWAY
VDR,REACTOME_MM_SMAD3_PATHWAY
VEGFA,REACTOME_MM_SMAD3_PATHWAY
VIP,REACTOME_MM_SMAD3_PATHWAY
WT1,REACTOME_MM_SMAD3_PATHWAY
ZBTB17,REACTOME_MM_SMAD3_PATHWAY
ZFP36,REACTOME_MM_SMAD3_PATHWAY
ZFYVE16,REACTOME_MM_SMAD3_PATHWAY
ZFYVE9,REACTOME_MM_SMAD3_PATHWAY
ZNFX1,REACTOME_MM_SMAD3_PATHWAY
SMAD5,REACTOME_MM_SMAD4_PATHWAY
SMAD6,REACTOME_MM_SMAD4_PATHWAY
SMAD7,REACTOME_MM_SMAD4_PATHWAY
SMAD9,REACTOME_MM_SMAD4_PATHWAY
SMARCA1,REACTOME_MM_SMAD4_PATHWAY
SMARCA2,REACTOME_MM_SMAD4_PATHWAY
SMARCA4,REACTOME_MM_SMAD4_PATHWAY
SMARCA5,REACTOME_MM_SMAD4_PATHWAY
SMARCAL1,REACTOME_MM_SMAD4_PATHWAY
SMARCB1,REACTOME_MM_SMAD4_PATHWAY
SMARCC1,REACTOME_MM_SMAD4_PATHWAY
SMARCC2,REACTOME_MM_SMAD4_PATHWAY
SMARCD1,REACTOME_MM_SMAD4_PATHWAY
SMARCD2,REACTOME_MM_SMAD4_PATHWAY
SMARCD3,REACTOME_MM_SMAD4_PATHWAY
SMARCE1,REACTOME_MM_SMAD4_PATHWAY
SMURF1,REACTOME_MM_SMAD4_PATHWAY
SNIP1,REACTOME_MM_SMAD4_PATHWAY
SP1,REACTOME_MM_SMAD4_PATHWAY
SRCAP,REACTOME_MM_SMAD4_PATHWAY
STK11,REACTOME_MM_SMAD4_PATHWAY
TCF3,REACTOME_MM_SMAD4_PATHWAY
TCF4,REACTOME_MM_SMAD4_PATHWAY
TCF7,REACTOME_MM_SMAD4_PATHWAY
TCF7L1,REACTOME_MM_SMAD4_PATHWAY
TCF7L2,REACTOME_MM_SMAD4_PATHWAY
TFDP1,REACTOME_MM_SMAD4_PATHWAY
TFE3,REACTOME_MM_SMAD4_PATHWAY
TGFB1,REACTOME_MM_SMAD4_PATHWAY
TGFB2,REACTOME_MM_SMAD4_PATHWAY
TGFB3,REACTOME_MM_SMAD4_PATHWAY
TGFBR1,REACTOME_MM_SMAD4_PATHWAY
TGFBR2,REACTOME_MM_SMAD4_PATHWAY
TGFBRAP1,REACTOME_MM_SMAD4_PATHWAY
TGIF1,REACTOME_MM_SMAD4_PATHWAY
TGIF2,REACTOME_MM_SMAD4_PATHWAY
TIMP1,REACTOME_MM_SMAD4_PATHWAY
TLE1,REACTOME_MM_SMAD4_PATHWAY
TLE2,REACTOME_MM_SMAD4_PATHWAY
TLE3,REACTOME_MM_SMAD4_PATHWAY
TLE4,REACTOME_MM_SMAD4_PATHWAY
TNC,REACTOME_MM_SMAD4_PATHWAY
TNNC1,REACTOME_MM_SMAD4_PATHWAY
UBE2D1,REACTOME_MM_SMAD4_PATHWAY
UBE2D3,REACTOME_MM_SMAD4_PATHWAY
UBE2E1,REACTOME_MM_SMAD4_PATHWAY
UBE2I,REACTOME_MM_SMAD4_PATHWAY
UBE2L3,REACTOME_MM_SMAD4_PATHWAY
VDR,REACTOME_MM_SMAD4_PATHWAY
VIP,REACTOME_MM_SMAD4_PATHWAY
WNT1,REACTOME_MM_SMAD4_PATHWAY
ZBTB17,REACTOME_MM_SMAD4_PATHWAY
ZFP36,REACTOME_MM_SMAD4_PATHWAY
ZFYVE16,REACTOME_MM_SMAD4_PATHWAY
SMAD6,REACTOME_MM_SMAD5_PATHWAY
SMAD7,REACTOME_MM_SMAD5_PATHWAY
SMURF1,REACTOME_MM_SMAD5_PATHWAY
SMURF2,REACTOME_MM_SMAD5_PATHWAY
SNIP1,REACTOME_MM_SMAD5_PATHWAY
TGFB1,REACTOME_MM_SMAD5_PATHWAY
TGFB2,REACTOME_MM_SMAD5_PATHWAY
TGFB3,REACTOME_MM_SMAD5_PATHWAY
TGFBR2,REACTOME_MM_SMAD5_PATHWAY
UBE2D1,REACTOME_MM_SMAD5_PATHWAY
UBE2D3,REACTOME_MM_SMAD5_PATHWAY
ZFYVE16,REACTOME_MM_SMAD5_PATHWAY
ZFYVE9,REACTOME_MM_SMAD5_PATHWAY
SMAD9,REACTOME_MM_SMAD6_PATHWAY
SMURF1,REACTOME_MM_SMAD6_PATHWAY
SMURF2,REACTOME_MM_SMAD6_PATHWAY
TGFB1,REACTOME_MM_SMAD6_PATHWAY
TGFB2,REACTOME_MM_SMAD6_PATHWAY
TGFB3,REACTOME_MM_SMAD6_PATHWAY
TGFBR1,REACTOME_MM_SMAD6_PATHWAY
TGFBR2,REACTOME_MM_SMAD6_PATHWAY
TNF,REACTOME_MM_SMAD6_PATHWAY
SMAD9,REACTOME_MM_SMAD7_PATHWAY
SMURF1,REACTOME_MM_SMAD7_PATHWAY
SMURF2,REACTOME_MM_SMAD7_PATHWAY
STRAP,REACTOME_MM_SMAD7_PATHWAY
TGFB1,REACTOME_MM_SMAD7_PATHWAY
TGFB2,REACTOME_MM_SMAD7_PATHWAY
TGFB3,REACTOME_MM_SMAD7_PATHWAY
TGFBR1,REACTOME_MM_SMAD7_PATHWAY
TGFBR2,REACTOME_MM_SMAD7_PATHWAY
TNF,REACTOME_MM_SMAD7_PATHWAY
WWP1,REACTOME_MM_SMAD7_PATHWAY
XIAP,REACTOME_MM_SMAD7_PATHWAY
YAP1,REACTOME_MM_SMAD7_PATHWAY
ZFYVE9,REACTOME_MM_SMAD7_PATHWAY
SMURF1,REACTOME_MM_SMAD9_PATHWAY
SMURF2,REACTOME_MM_SMAD9_PATHWAY
SNIP1,REACTOME_MM_SMAD9_PATHWAY
UBE2D1,REACTOME_MM_SMAD9_PATHWAY
UBE2D3,REACTOME_MM_SMAD9_PATHWAY
ZFYVE16,REACTOME_MM_SMAD9_PATHWAY
ZFYVE9,REACTOME_MM_SMAD9_PATHWAY
TCF7,REACTOME_MM_SMARCA1_PATHWAY
TCF7L1,REACTOME_MM_SMARCA1_PATHWAY
TCF7L2,REACTOME_MM_SMARCA1_PATHWAY
SMARCE1,REACTOME_MM_SMARCA2_PATHWAY
TCF7,REACTOME_MM_SMARCA2_PATHWAY
TCF7L1,REACTOME_MM_SMARCA2_PATHWAY
TCF7L2,REACTOME_MM_SMARCA2_PATHWAY
ZMIZ2,REACTOME_MM_SMARCA2_PATHWAY
SMARCB1,REACTOME_MM_SMARCA4_PATHWAY
SMARCC1,REACTOME_MM_SMARCA4_PATHWAY
SMARCC2,REACTOME_MM_SMARCA4_PATHWAY
SMARCD1,REACTOME_MM_SMARCA4_PATHWAY
SMARCE1,REACTOME_MM_SMARCA4_PATHWAY
SNW1,REACTOME_MM_SMARCA4_PATHWAY
SUPT16H,REACTOME_MM_SMARCA4_PATHWAY
TCF7,REACTOME_MM_SMARCA4_PATHWAY
TCF7L1,REACTOME_MM_SMARCA4_PATHWAY
TCF7L2,REACTOME_MM_SMARCA4_PATHWAY
TOP2B,REACTOME_MM_SMARCA4_PATHWAY
TSC2,REACTOME_MM_SMARCA4_PATHWAY
VDR,REACTOME_MM_SMARCA4_PATHWAY
TCF7,REACTOME_MM_SMARCA5_PATHWAY
TCF7L1,REACTOME_MM_SMARCA5_PATHWAY
TCF7L2,REACTOME_MM_SMARCA5_PATHWAY
TCF7,REACTOME_MM_SMARCAL1_PATHWAY
TCF7L1,REACTOME_MM_SMARCAL1_PATHWAY
TCF7L2,REACTOME_MM_SMARCAL1_PATHWAY
SMARCC1,REACTOME_MM_SMARCB1_PATHWAY
SMARCC2,REACTOME_MM_SMARCB1_PATHWAY
SMARCD1,REACTOME_MM_SMARCB1_PATHWAY
SMARCE1,REACTOME_MM_SMARCB1_PATHWAY
TCF7,REACTOME_MM_SMARCB1_PATHWAY
TCF7L1,REACTOME_MM_SMARCB1_PATHWAY
TCF7L2,REACTOME_MM_SMARCB1_PATHWAY
SMARCC2,REACTOME_MM_SMARCC1_PATHWAY
SMARCD1,REACTOME_MM_SMARCC1_PATHWAY
SMARCE1,REACTOME_MM_SMARCC1_PATHWAY
SNW1,REACTOME_MM_SMARCC1_PATHWAY
SUPT16H,REACTOME_MM_SMARCC1_PATHWAY
TCF7,REACTOME_MM_SMARCC1_PATHWAY
TCF7L1,REACTOME_MM_SMARCC1_PATHWAY
TCF7L2,REACTOME_MM_SMARCC1_PATHWAY
TOP2B,REACTOME_MM_SMARCC1_PATHWAY
TSC2,REACTOME_MM_SMARCC1_PATHWAY
VDR,REACTOME_MM_SMARCC1_PATHWAY
SMARCD1,REACTOME_MM_SMARCC2_PATHWAY
SMARCE1,REACTOME_MM_SMARCC2_PATHWAY
SNW1,REACTOME_MM_SMARCC2_PATHWAY
SUPT16H,REACTOME_MM_SMARCC2_PATHWAY
TCF7,REACTOME_MM_SMARCC2_PATHWAY
TCF7L1,REACTOME_MM_SMARCC2_PATHWAY
TCF7L2,REACTOME_MM_SMARCC2_PATHWAY
TOP2B,REACTOME_MM_SMARCC2_PATHWAY
TSC2,REACTOME_MM_SMARCC2_PATHWAY
VDR,REACTOME_MM_SMARCC2_PATHWAY
SMARCE1,REACTOME_MM_SMARCD1_PATHWAY
SNW1,REACTOME_MM_SMARCD1_PATHWAY
SUPT16H,REACTOME_MM_SMARCD1_PATHWAY
TCF7,REACTOME_MM_SMARCD1_PATHWAY
TCF7L1,REACTOME_MM_SMARCD1_PATHWAY
TCF7L2,REACTOME_MM_SMARCD1_PATHWAY
TOP2B,REACTOME_MM_SMARCD1_PATHWAY
TSC2,REACTOME_MM_SMARCD1_PATHWAY
VDR,REACTOME_MM_SMARCD1_PATHWAY
TCF7,REACTOME_MM_SMARCD2_PATHWAY
TCF7L1,REACTOME_MM_SMARCD2_PATHWAY
TCF7L2,REACTOME_MM_SMARCD2_PATHWAY
TCF7,REACTOME_MM_SMARCD3_PATHWAY
TCF7L1,REACTOME_MM_SMARCD3_PATHWAY
TCF7L2,REACTOME_MM_SMARCD3_PATHWAY
SNW1,REACTOME_MM_SMARCE1_PATHWAY
SUPT16H,REACTOME_MM_SMARCE1_PATHWAY
TCF7,REACTOME_MM_SMARCE1_PATHWAY
TCF7L1,REACTOME_MM_SMARCE1_PATHWAY
TCF7L2,REACTOME_MM_SMARCE1_PATHWAY
TOP2B,REACTOME_MM_SMARCE1_PATHWAY
TSC2,REACTOME_MM_SMARCE1_PATHWAY
VDR,REACTOME_MM_SMARCE1_PATHWAY
ZMIZ2,REACTOME_MM_SMARCE1_PATHWAY
SMC3,REACTOME_MM_SMC1A_PATHWAY
SNRNP200,REACTOME_MM_SMC1A_PATHWAY
SNRNP40,REACTOME_MM_SMC1A_PATHWAY
SNRNP70,REACTOME_MM_SMC1A_PATHWAY
SNRPA,REACTOME_MM_SMC1A_PATHWAY
SNRPA1,REACTOME_MM_SMC1A_PATHWAY
SNRPB,REACTOME_MM_SMC1A_PATHWAY
SNRPB2,REACTOME_MM_SMC1A_PATHWAY
SNRPD1,REACTOME_MM_SMC1A_PATHWAY
SNRPD2,REACTOME_MM_SMC1A_PATHWAY
SNRPD3,REACTOME_MM_SMC1A_PATHWAY
SNRPE,REACTOME_MM_SMC1A_PATHWAY
SNRPF,REACTOME_MM_SMC1A_PATHWAY
SNRPG,REACTOME_MM_SMC1A_PATHWAY
SRRM1,REACTOME_MM_SMC1A_PATHWAY
STAG1,REACTOME_MM_SMC1A_PATHWAY
STAG2,REACTOME_MM_SMC1A_PATHWAY
THOC4,REACTOME_MM_SMC1A_PATHWAY
TXNL4A,REACTOME_MM_SMC1A_PATHWAY
U2AF1,REACTOME_MM_SMC1A_PATHWAY
U2AF2,REACTOME_MM_SMC1A_PATHWAY
UPF3B,REACTOME_MM_SMC1A_PATHWAY
YBX1,REACTOME_MM_SMC1A_PATHWAY
SMC4,REACTOME_MM_SMC2_PATHWAY
STAG1,REACTOME_MM_SMC3_PATHWAY
STAG2,REACTOME_MM_SMC3_PATHWAY
TERT,REACTOME_MM_SMG5_PATHWAY
TERT,REACTOME_MM_SMG6_PATHWAY
SNRPB,REACTOME_MM_SMN1_PATHWAY
SNRPD1,REACTOME_MM_SMN1_PATHWAY
SNRPD2,REACTOME_MM_SMN1_PATHWAY
SNRPD3,REACTOME_MM_SMN1_PATHWAY
SNRPE,REACTOME_MM_SMN1_PATHWAY
SNRPF,REACTOME_MM_SMN1_PATHWAY
SNRPG,REACTOME_MM_SMN1_PATHWAY
SNUPN,REACTOME_MM_SMN1_PATHWAY
TGS1,REACTOME_MM_SMN1_PATHWAY
TPR,REACTOME_MM_SMN1_PATHWAY
WDR77,REACTOME_MM_SMN1_PATHWAY
STK36,REACTOME_MM_SMO_PATHWAY
SUFU,REACTOME_MM_SMO_PATHWAY
TUBB4,REACTOME_MM_SMO_PATHWAY
SOS1,REACTOME_MM_SMPD1_PATHWAY
SPHK1,REACTOME_MM_SMPD1_PATHWAY
TFAP2A,REACTOME_MM_SMPD1_PATHWAY
TNF,REACTOME_MM_SMPD1_PATHWAY
TNFRSF10B,REACTOME_MM_SMPD1_PATHWAY
TNFRSF1A,REACTOME_MM_SMPD1_PATHWAY
TNFSF10,REACTOME_MM_SMPD1_PATHWAY
TRADD,REACTOME_MM_SMPD1_PATHWAY
TRAF2,REACTOME_MM_SMPD1_PATHWAY
SORT1,REACTOME_MM_SMPD2_PATHWAY
SPHK1,REACTOME_MM_SMPD2_PATHWAY
TNF,REACTOME_MM_SMPD2_PATHWAY
TNFRSF1A,REACTOME_MM_SMPD2_PATHWAY
TNF,REACTOME_MM_SMPD3_PATHWAY
TNFRSF1A,REACTOME_MM_SMPD3_PATHWAY
TRADD,REACTOME_MM_SMPD3_PATHWAY
TRAF2,REACTOME_MM_SMPD3_PATHWAY
TGFBR1,REACTOME_MM_SMURF1_PATHWAY
TGFBR2,REACTOME_MM_SMURF1_PATHWAY
XIAP,REACTOME_MM_SMURF1_PATHWAY
ZFYVE9,REACTOME_MM_SMURF1_PATHWAY
TGFBR1,REACTOME_MM_SMURF2_PATHWAY
TGFBR2,REACTOME_MM_SMURF2_PATHWAY
ZFYVE9,REACTOME_MM_SMURF2_PATHWAY
TGFBR1,REACTOME_MM_SNAI1_PATHWAY
TGFBR2,REACTOME_MM_SNAI1_PATHWAY
STX1A,REACTOME_MM_SNAP23_PATHWAY
STX1B,REACTOME_MM_SNAP23_PATHWAY
STX2,REACTOME_MM_SNAP23_PATHWAY
STX3,REACTOME_MM_SNAP23_PATHWAY
STX4,REACTOME_MM_SNAP23_PATHWAY
VAMP1,REACTOME_MM_SNAP23_PATHWAY
VAMP2,REACTOME_MM_SNAP23_PATHWAY
VAMP3,REACTOME_MM_SNAP23_PATHWAY
VAMP4,REACTOME_MM_SNAP23_PATHWAY
VAMP7,REACTOME_MM_SNAP23_PATHWAY
VAMP8,REACTOME_MM_SNAP23_PATHWAY
STX1A,REACTOME_MM_SNAP25_PATHWAY
STX1B,REACTOME_MM_SNAP25_PATHWAY
STX1C,REACTOME_MM_SNAP25_PATHWAY
STX2,REACTOME_MM_SNAP25_PATHWAY
STX3,REACTOME_MM_SNAP25_PATHWAY
STX4,REACTOME_MM_SNAP25_PATHWAY
STXBP1,REACTOME_MM_SNAP25_PATHWAY
SYT1,REACTOME_MM_SNAP25_PATHWAY
SYT2,REACTOME_MM_SNAP25_PATHWAY
SYT5,REACTOME_MM_SNAP25_PATHWAY
UNC13B,REACTOME_MM_SNAP25_PATHWAY
UNC13D,REACTOME_MM_SNAP25_PATHWAY
VAMP1,REACTOME_MM_SNAP25_PATHWAY
VAMP2,REACTOME_MM_SNAP25_PATHWAY
VAMP3,REACTOME_MM_SNAP25_PATHWAY
VAMP4,REACTOME_MM_SNAP25_PATHWAY
SNAPC2,REACTOME_MM_SNAPC1_PATHWAY
SNAPC3,REACTOME_MM_SNAPC1_PATHWAY
SNAPC4,REACTOME_MM_SNAPC1_PATHWAY
SNAPC5,REACTOME_MM_SNAPC1_PATHWAY
TBP,REACTOME_MM_SNAPC1_PATHWAY
ZNF143,REACTOME_MM_SNAPC1_PATHWAY
SNAPC3,REACTOME_MM_SNAPC2_PATHWAY
SNAPC4,REACTOME_MM_SNAPC2_PATHWAY
SNAPC5,REACTOME_MM_SNAPC2_PATHWAY
TBP,REACTOME_MM_SNAPC2_PATHWAY
ZNF143,REACTOME_MM_SNAPC2_PATHWAY
SNAPC4,REACTOME_MM_SNAPC3_PATHWAY
SNAPC5,REACTOME_MM_SNAPC3_PATHWAY
TBP,REACTOME_MM_SNAPC3_PATHWAY
ZNF143,REACTOME_MM_SNAPC3_PATHWAY
SNAPC5,REACTOME_MM_SNAPC4_PATHWAY
TBP,REACTOME_MM_SNAPC4_PATHWAY
ZNF143,REACTOME_MM_SNAPC4_PATHWAY
TBP,REACTOME_MM_SNAPC5_PATHWAY
ZNF143,REACTOME_MM_SNAPC5_PATHWAY
SNCAIP,REACTOME_MM_SNCA_PATHWAY
SNCB,REACTOME_MM_SNCA_PATHWAY
SRC,REACTOME_MM_SNCA_PATHWAY
STUB1,REACTOME_MM_SNCA_PATHWAY
SYK,REACTOME_MM_SNCA_PATHWAY
TH,REACTOME_MM_SNCA_PATHWAY
TOR1A,REACTOME_MM_SNCA_PATHWAY
TOR2A,REACTOME_MM_SNCA_PATHWAY
UBE2L3,REACTOME_MM_SNCA_PATHWAY
UBE2L6,REACTOME_MM_SNCA_PATHWAY
UCHL1,REACTOME_MM_SNCA_PATHWAY
YES1,REACTOME_MM_SNCA_PATHWAY
YWHAB,REACTOME_MM_SNCA_PATHWAY
YWHAE,REACTOME_MM_SNCA_PATHWAY
YWHAH,REACTOME_MM_SNCA_PATHWAY
YWHAQ,REACTOME_MM_SNCA_PATHWAY
UBE2L3,REACTOME_MM_SNCAIP_PATHWAY
UBE2L6,REACTOME_MM_SNCAIP_PATHWAY
TOR1A,REACTOME_MM_SNCB_PATHWAY
TOR2A,REACTOME_MM_SNCB_PATHWAY
SNRNP40,REACTOME_MM_SNRNP200_PATHWAY
SNRNP70,REACTOME_MM_SNRNP200_PATHWAY
SNRPA,REACTOME_MM_SNRNP200_PATHWAY
SNRPA1,REACTOME_MM_SNRNP200_PATHWAY
SNRPB,REACTOME_MM_SNRNP200_PATHWAY
SNRPB2,REACTOME_MM_SNRNP200_PATHWAY
SNRPD1,REACTOME_MM_SNRNP200_PATHWAY
